"shooterName","SkaterTeam","position","Goals","Misses","Shots","Ice.AVG","Shot.Dist.AVG","goal.Percentage","Blocked","Successful","Accuracy"
"Mark Barberio","COL","D",1,10,39,27,51,2.56,28,29,74.3589743589744
"Martin Hanzal","DAL","C",1,2,13,26,29,7.69,10,11,84.6153846153846
"Mathias Brome","DET","L",1,12,21,34,33,4.76,8,9,42.8571428571429
"Matt Bartkowski","MIN","D",1,0,5,30,59,20,4,5,100
"Matt Beleskey","NYR","L",1,2,2,19,38,50,-1,0,0
"Matt Puempel","DET","L",1,5,9,25,24,11.11,3,4,44.4444444444444
"Matt Read","MIN","R",1,3,13,32,29,7.69,9,10,76.9230769230769
"Matt Tennyson","BUF","D",1,19,36,28,49,2.78,16,17,47.2222222222222
"Matt Tennyson","N.J","D",1,19,36,28,49,2.78,16,17,47.2222222222222
"Maxim Letunov","S.J","C",1,1,2,37,24,50,0,1,50
"Mike Hardman","CHI","L",1,15,23,23,26,4.35,7,8,34.7826086956522
"Nate Prosser","MIN","D",1,4,14,29,51,7.14,9,10,71.4285714285714
"Nate Prosser","PHI","D",1,4,14,29,51,7.14,9,10,71.4285714285714
"Nick Caamano","DAL","R",1,16,48,27,34,2.08,31,32,66.6666666666667
"Nikita Scherbak","L.A","R",1,4,11,28,31,9.09,6,7,63.6363636363636
"Niklas Hjalmarsson","ARI","D",1,46,106,25,52,0.94,59,60,56.6037735849057
"Rhett Gardner","DAL","C",1,18,30,20,38,3.33,11,12,40
"Roman Polak","DAL","D",1,61,125,26,46,0.8,63,64,51.2
"Rourke Chartier","S.J","C",1,10,26,29,35,3.85,15,16,61.5384615384615
"Sami Niku","WPG","D",1,20,61,29,50,1.64,40,41,67.2131147540984
"Samuel Morin","PHI","D",1,6,18,17,53,5.56,11,12,66.6666666666667
"Samuel Morin","PHI","L",1,6,18,17,53,5.56,11,12,66.6666666666667
"Scott Wilson","BUF","L",1,7,32,28,34,3.12,24,25,78.125
"Steven Fogarty","BUF","C",1,6,17,24,29,5.88,10,11,64.7058823529412
"Steven Fogarty","NYR","C",1,6,17,24,29,5.88,10,11,64.7058823529412
"Steven Santini","N.J","D",1,27,58,29,51,1.72,30,31,53.448275862069
"Steven Santini","NSH","D",1,27,58,29,51,1.72,30,31,53.448275862069
"Steven Santini","STL","D",1,27,58,29,51,1.72,30,31,53.448275862069
"Tobias Bjornfot","L.A","D",1,39,92,26,46,1.09,52,53,57.6086956521739
"Tomas Hyka","VGK","R",1,12,21,31,27,4.76,8,9,42.8571428571429
"Tomas Plekanec","MTL","C",1,2,7,16,26,14.29,4,5,71.4285714285714
"Tyler Benson","EDM","L",1,11,23,25,30,4.35,11,12,52.1739130434783
"Tyler Lewington","NSH","D",1,3,10,31,45,10,6,7,70
"Tyler Lewington","WSH","D",1,3,10,31,45,10,6,7,70
"Victor Soderstrom","ARI","D",1,18,50,31,46,2,31,32,64
"Ville Heinola","WPG","D",1,12,48,27,50,2.08,35,36,75
"Vitaly Abramov","OTT","L",1,4,2,31,29,50,-3,-2,-100
"Vitaly Abramov","OTT","R",1,4,2,31,29,50,-3,-2,-100
"Zac Jones","NYR","D",1,15,34,35,45,2.94,18,19,55.8823529411765
"Zach Senyshyn","BOS","R",1,7,14,25,27,7.14,6,7,50
"Aaron Ness","ARI","D",0,9,12,17,51,0,3,3,25
"Adam Clendening","CBJ","D",0,0,12,21,48,0,12,12,100
"Adam Cracknell","ANA","R",0,0,3,23,27,0,3,3,100
"Alexander Chmelevski","S.J","C",0,1,8,36,26,0,7,7,87.5
"Alexander Petrovic","EDM","D",0,23,47,26,48,0,24,24,51.063829787234
"Alexander True","S.J","C",0,5,25,22,30,0,20,20,80
"Alexander Yelesin","CGY","D",0,3,2,22,60,0,-1,-1,-50
"Andreas Borgman","T.B","D",0,5,7,26,48,0,2,2,28.5714285714286
"Andreas Englund","OTT","D",0,24,43,26,50,0,19,19,44.1860465116279
"Andrei Chibisov","WPG","R",0,0,1,35,8,0,1,1,100
"Andrew MacDonald","PHI","D",0,24,41,25,52,0,17,17,41.4634146341463
"Anthony Greco","FLA","R",0,0,7,19,18,0,7,7,100
"Anthony Peluso","CGY","R",0,0,1,13,42,0,1,1,100
"Anton Lindholm","COL","D",0,3,1,26,54,0,-2,-2,-200
"Anton Wedin","CHI","L",0,1,2,25,35,0,1,1,50
"Ashton Sautner","VAN","D",0,7,22,22,49,0,15,15,68.1818181818182
"Austin Poganski","STL","R",0,7,9,32,26,0,2,2,22.2222222222222
"Austin Strand","L.A","D",0,9,25,25,49,0,16,16,64
"Ben Gleason","DAL","D",0,0,2,40,33,0,2,2,100
"Ben Thomas","T.B","D",0,1,3,19,57,0,2,2,66.6666666666667
"Blake Pietila","N.J","L",0,12,22,35,33,0,10,10,45.4545454545455
"Bogdan Kiselevich","FLA","D",0,9,14,24,52,0,5,5,35.7142857142857
"Brady Keeper","FLA","D",0,1,1,58,45,0,0,0,0
"Brandon Davidson","BUF","D",0,11,31,21,52,0,20,20,64.5161290322581
"Brandon Davidson","CHI","D",0,11,31,21,52,0,20,20,64.5161290322581
"Brandon Davidson","S.J","D",0,11,31,21,52,0,20,20,64.5161290322581
"Brandon Gignac","N.J","C",0,0,1,6,38,0,1,1,100
"Brennan Menell","MIN","D",0,1,4,20,51,0,3,3,75
"Brian Lashoff","DET","D",0,4,8,24,53,0,4,4,50
"Brian Pinho","WSH","C",0,0,3,24,35,0,3,3,100
"Brinson Pasichnuk","S.J","D",0,0,3,26,52,0,3,3,100
"Brogan Rafferty","VAN","D",0,0,4,23,60,0,4,4,100
"CJ Suess","WPG","L",0,3,0,21,36,NA,-3,-3,-Inf
"Calvin Thurkauf","CBJ","C",0,2,1,17,46,0,-1,-1,-100
"Cameron Hughes","BOS","C",0,2,3,20,37,0,1,1,33.3333333333333
"Cameron Schilling","WPG","D",0,2,2,31,61,0,0,0,0
"Carl Dahlstrom","CHI","D",0,18,55,28,51,0,37,37,67.2727272727273
"Carl Dahlstrom","WPG","D",0,18,55,28,51,0,37,37,67.2727272727273
"Chase De Leo","ANA","C",0,6,8,22,33,0,2,2,25
"Chris Stewart","PHI","R",0,4,5,15,28,0,1,1,20
"Cole Bardreau","NYI","C",0,4,9,35,25,0,5,5,55.5555555555556
"Colton White","N.J","D",0,25,54,24,45,0,29,29,53.7037037037037
"Cooper Marody","EDM","C",0,5,7,30,32,0,2,2,28.5714285714286
"Cory Conacher","T.B","C",0,3,6,23,31,0,3,3,50
"Dan Hamhuis","NSH","D",0,45,88,26,51,0,43,43,48.8636363636364
"Dan Renouf","COL","D",0,3,20,23,48,0,17,17,85
"Danick Martel","T.B","L",0,5,15,25,29,0,10,10,66.6666666666667
"Daniel Brickley","L.A","D",0,0,2,30,47,0,2,2,100
"Daniel Walcott","T.B","L",0,0,1,32,30,0,1,1,100
"Danil Yurtaykin","S.J","L",0,3,2,42,23,0,-1,-1,-50
"Danny O'Regan","BUF","C",0,2,4,27,18,0,2,2,50
"David Farrance","NSH","D",0,0,3,19,41,0,3,3,100
"David Schlemko","MTL","D",0,13,29,27,55,0,16,16,55.1724137931034
"Dillon Heatherington","DAL","D",0,5,10,35,49,0,5,5,50
"Dominic Turgeon","DET","C",0,0,2,27,38,0,2,2,100
"Drew Shore","CAR","C",0,0,3,27,33,0,3,3,100
"Dylan McIlrath","DET","D",0,17,21,28,53,0,4,4,19.047619047619
"Egor Zamula","PHI","D",0,5,17,19,53,0,12,12,70.5882352941177
"Eric Gryba","N.J","D",0,5,11,23,58,0,6,6,54.5454545454545
"Eric Tangradi","N.J","L",0,0,10,34,31,0,10,10,100
"Erik Burgdoerfer","OTT","D",0,0,2,44,51,0,2,2,100
"Frederic Allard","NSH","D",0,6,6,30,42,0,0,0,0
"Gabriel Dumont","MIN","C",0,2,3,30,17,0,1,1,33.3333333333333
"Gage Quinney","VGK","C",0,2,2,14,23,0,0,0,0
"German Rubtsov","PHI","C",0,0,1,11,18,0,1,1,100
"Glenn Gawdin","CGY","C",0,2,7,37,34,0,5,5,71.4285714285714
"Grigori Denisenko","FLA","L",0,11,25,30,31,0,14,14,56
"Gustav Olofsson","MTL","D",0,3,8,20,51,0,5,5,62.5
"Ivan Chekhovich","S.J","L",0,0,5,25,23,0,5,5,100
"J.C. Beaudin","OTT","C",0,6,18,23,27,0,12,12,66.6666666666667
"Jack Rodewald","OTT","R",0,1,2,46,39,0,1,1,50
"Jacob Bernard-Docker","OTT","D",0,19,34,31,50,0,15,15,44.1176470588235
"Jake Bischoff","VGK","D",0,1,6,33,56,0,5,5,83.3333333333333
"Jake Chelios","DET","D",0,3,5,22,50,0,2,2,40
"Jake Dotchin","ANA","D",0,5,7,13,51,0,2,2,28.5714285714286
"Jakub Jerabek","STL","D",0,1,1,25,36,0,0,0,0
"Jeremy Davies","NSH","D",0,8,25,27,42,0,17,17,68
"Jimmy Schuldt","VGK","D",0,1,1,28,54,0,0,0,0
"Joe Hicketts","DET","D",0,6,22,29,51,0,16,16,72.7272727272727
"Joel Persson","EDM","D",0,9,17,30,57,0,8,8,47.0588235294118
"Joey Keane","CAR","D",0,1,2,25,44,0,1,1,50
"John Gilmour","BUF","D",0,6,14,32,47,0,8,8,57.1428571428571
"John Gilmour","NYR","D",0,6,14,32,47,0,8,8,57.1428571428571
"Jonathan Davidsson","OTT","R",0,2,3,12,42,0,1,1,33.3333333333333
"Jordan Nolan","STL","C",0,7,17,29,39,0,10,10,58.8235294117647
"Jordan Schmaltz","STL","D",0,2,11,19,47,0,9,9,81.8181818181818
"Jordan Szwarz","OTT","R",0,0,2,18,36,0,2,2,100
"Joseph Gambardella","EDM","C",0,3,7,35,25,0,4,4,57.1428571428571
"Josh Dunne","CBJ","C",0,6,11,32,24,0,5,5,45.4545454545455
"Josh Jacobs","N.J","D",0,2,4,19,44,0,2,2,50
"Julius Honka","DAL","D",0,10,38,24,45,0,28,28,73.6842105263158
"Justin Bailey","PHI","R",0,4,28,22,36,0,24,24,85.7142857142857
"Justin Bailey","VAN","R",0,4,28,22,36,0,24,24,85.7142857142857
"Justin Falk","OTT","D",0,4,7,24,53,0,3,3,42.8571428571429
"Justin Kloos","ANA","C",0,0,2,35,22,0,2,2,100
"Justin Richards","NYR","C",0,0,2,29,32,0,2,2,100
"Karl Alzner","MTL","D",0,4,12,20,57,0,8,8,66.6666666666667
"Keaton Middleton","COL","D",0,1,2,20,53,0,1,1,50
"Kerby Rychel","CGY","L",0,0,1,8,48,0,1,1,100
"Kevin Czuczman","PIT","D",0,1,2,21,51,0,1,1,50
"Kevin Gravel","EDM","D",0,29,66,24,54,0,37,37,56.0606060606061
"Kevin Gravel","TOR","D",0,29,66,24,54,0,37,37,56.0606060606061
"Kevin Roy","ANA","L",0,2,2,20,23,0,0,0,0
"Kole Sherwood","CBJ","R",0,0,17,23,31,0,17,17,100
"Kyle Rau","MIN","C",0,8,26,22,31,0,18,18,69.2307692307692
"Lean Bergmann","S.J","C",0,5,12,27,36,0,7,7,58.3333333333333
"Libor Sulak","DET","D",0,4,7,37,43,0,3,3,42.8571428571429
"Louie Belpedio","MIN","D",0,1,2,27,56,0,1,1,50
"Marc Methot","DAL","D",0,2,3,16,56,0,1,1,33.3333333333333
"Marc Michaelis","VAN","L",0,5,3,20,21,0,-2,-2,-66.6666666666667
"Mark Alt","COL","D",0,0,5,27,53,0,5,5,100
"Mark Alt","L.A","D",0,0,5,27,53,0,5,5,100
"Mark Letestu","CBJ","C",0,4,6,28,37,0,2,2,33.3333333333333
"Mark Letestu","WPG","C",0,4,6,28,37,0,2,2,33.3333333333333
"Marko Dano","CBJ","L",0,4,5,42,34,0,1,1,20
"Marko Dano","COL","C",0,4,5,42,34,0,1,1,20
"Matt Donovan","NSH","D",0,0,1,6,58,0,1,1,100
"Matt Hendricks","WPG","C",0,5,23,23,36,0,18,18,78.2608695652174
"Matt Hunwick","BUF","D",0,3,10,24,52,0,7,7,70
"Matthew Phillips","CGY","C",0,1,3,42,17,0,2,2,66.6666666666667
"Michael Chaput","ARI","C",0,19,36,24,27,0,17,17,47.2222222222222
"Michael Chaput","MTL","C",0,19,36,24,27,0,17,17,47.2222222222222
"Mikko Lehtonen","CBJ","D",0,11,33,26,50,0,22,22,66.6666666666667
"Nelson Nogier","WPG","D",0,0,1,27,35,0,1,1,100
"Nick Lappin","N.J","R",0,6,11,21,33,0,5,5,45.4545454545455
"Nikita Nesterov","CGY","D",0,29,33,26,53,0,4,4,12.1212121212121
"Nikita Soshnikov","STL","R",0,5,5,32,33,0,0,0,0
"Noah Juulsen","FLA","D",0,18,37,23,51,0,19,19,51.3513513513513
"Noah Juulsen","MTL","D",0,18,37,23,51,0,19,19,51.3513513513513
"Olle Alsing","OTT","D",0,0,1,12,9,0,1,1,100
"Otto Koivula","NYI","L",0,2,17,27,27,0,15,15,88.2352941176471
"Otto Leskinen","MTL","D",0,1,2,37,56,0,1,1,50
"Patrick Eaves","ANA","R",0,6,6,28,20,0,0,0,0
"Patrick Russell","EDM","R",0,31,75,32,30,0,44,44,58.6666666666667
"Paul Carey","BOS","C",0,0,4,26,31,0,4,4,100
"Philippe Maillet","WSH","C",0,2,1,27,15,0,-1,-1,-100
"Remi Elie","BUF","L",0,11,11,29,32,0,0,0,0
"Riley Barber","MTL","R",0,4,10,31,28,0,6,6,60
"Ryan Kuffner","DET","L",0,5,8,27,29,0,3,3,37.5
"Ryan MacInnis","CBJ","C",0,3,29,23,33,0,26,26,89.6551724137931
"Ryan Murphy","N.J","D",0,1,1,20,61,0,0,0,0
"Sean Malone","NSH","C",0,0,1,43,8,0,1,1,100
"Sheldon Rempal","CAR","R",0,4,8,28,32,0,4,4,50
"Sheldon Rempal","L.A","R",0,4,8,28,32,0,4,4,50
"Stefan Elliott","OTT","D",0,0,3,17,48,0,3,3,100
"Stephen Gionta","NYI","C",0,3,4,24,34,0,1,1,25
"T.J. Tynan","COL","C",0,3,10,26,38,0,7,7,70
"Tanner Fritz","NYI","C",0,4,6,39,22,0,2,2,33.3333333333333
"Tarmo Reunanen","NYR","D",0,0,5,29,60,0,5,5,100
"Thomas Di Pauli","PIT","C",0,1,2,23,36,0,1,1,50
"Thomas Hickey","NYI","D",0,27,51,26,50,0,24,24,47.0588235294118
"Tim Gettinger","NYR","L",0,3,8,25,31,0,5,5,62.5
"Timothy Gettinger","NYR","L",0,3,2,18,35,0,-1,-1,-50
"Tom Pyatt","OTT","L",0,12,29,25,24,0,17,17,58.6206896551724
"Tomas Jurco","EDM","R",0,12,18,27,31,0,6,6,33.3333333333333
"Tomas Jurco","VGK","R",0,12,18,27,31,0,6,6,33.3333333333333
"Trevor Carrick","CAR","D",0,2,1,23,53,0,-1,-1,-100
"Trevor Carrick","S.J","D",0,2,1,23,53,0,-1,-1,-100
"Tyce Thompson","N.J","R",0,3,8,28,40,0,5,5,62.5
"Tyrell Goulbourne","PHI","L",0,1,3,16,28,0,2,2,66.6666666666667
"Urho Vaakanainen","BOS","D",0,29,73,27,51,0,44,44,60.2739726027397
"Wade Megan","DET","C",0,2,16,23,30,0,14,14,87.5
"William Borgen","BUF","D",0,3,9,26,52,0,6,6,66.6666666666667
"William Lagesson","EDM","D",0,18,52,27,49,0,34,34,65.3846153846154
"William Lockwood","VAN","R",0,14,28,25,29,0,14,14,50
"Xavier Ouellet","MTL","D",0,36,54,23,50,0,18,18,33.3333333333333
"Zach Trotman","PIT","D",0,11,27,28,54,0,16,16,59.2592592592593
